latitud,longitud,municipio,departamento,provincia
-31.339296931,-65.34752005,AREA SIN GOBIERNO,POCHO,CÓRDOBA
-31.517436981,-65.276245117,AREA SIN GOBIERNO,POCHO,CÓRDOBA
-31.332849503,-65.496444702,AREA SIN GOBIERNO,POCHO,CÓRDOBA
-31.596532886,-65.456506667,AREA SIN GOBIERNO,POCHO,CÓRDOBA
-31.410382421,-64.976444424,AREA SIN GOBIERNO,POCHO,CÓRDOBA
-31.440003988,-65.504831263,AREA SIN GOBIERNO,POCHO,CÓRDOBA
-31.319328308,-65.617858887,AREA SIN GOBIERNO,POCHO,CÓRDOBA
-31.518136801,-65.504935761,AREA SIN GOBIERNO,POCHO,CÓRDOBA
-31.473232531,-65.357292813,AREA SIN GOBIERNO,POCHO,CÓRDOBA
-31.563900187,-65.240099995,AREA SIN GOBIERNO,POCHO,CÓRDOBA
-31.578340169,-65.5384273,AREA SIN GOBIERNO,POCHO,CÓRDOBA
-25.35043474,-65.29592341,CORONEL MOLDES,LA VIÑA,SALTA
-25.208597183,-65.514266968,CORONEL MOLDES,LA VIÑA,SALTA
-25.290036708,-65.38778537,CORONEL MOLDES,LA VIÑA,SALTA
-25.288940468,-65.474537351,CORONEL MOLDES,LA VIÑA,SALTA
-25.287174225,-65.669273377,CORONEL MOLDES,LA VIÑA,SALTA
-27.16571088,-61.46933735,GENERAL PINEDO,12 DE OCTUBRE,CHACO
-27.359237394,-61.18732363,GENERAL PINEDO,12 DE OCTUBRE,CHACO
-27.431228577,-61.017758416,GENERAL PINEDO,12 DE OCTUBRE,CHACO
-27.22748492,-61.36823651,GENERAL PINEDO,12 DE OCTUBRE,CHACO
-27.363738237,-61.113444168,GENERAL PINEDO,12 DE OCTUBRE,CHACO
-27.25273088,-61.31576999,GENERAL PINEDO,12 DE OCTUBRE,CHACO
-27.326003813,-61.294512047,GENERAL PINEDO,12 DE OCTUBRE,CHACO
-27.039189525,-61.712051198,GENERAL PINEDO,12 DE OCTUBRE,CHACO
-27.229381564,-61.408806306,GENERAL PINEDO,12 DE OCTUBRE,CHACO
-27.172762381,-61.358742587,GENERAL PINEDO,12 DE OCTUBRE,CHACO
-27.325297942,-61.28221042,GENERAL PINEDO,12 DE OCTUBRE,CHACO
-27.27562739,-61.2430356,GENERAL PINEDO,12 DE OCTUBRE,CHACO
-27.137755151,-61.552887517,GENERAL PINEDO,12 DE OCTUBRE,CHACO
-27.395744926,-61.102978739,GENERAL PINEDO,12 DE OCTUBRE,CHACO
-31.143862946,-62.213586292,COLONIA ANITA,SAN JUSTO,CÓRDOBA
-33.889489266,-61.696590656,SANTA ISABEL,GENERAL LOPEZ,SANTA FE
-33.896854401,-61.827411652,SANTA ISABEL,GENERAL LOPEZ,SANTA FE
-34.00790556,-61.764618176,SANTA ISABEL,GENERAL LOPEZ,SANTA FE
-30.978051454,-63.259619203,PLAZA DE MERCEDES,RIO PRIMERO,CÓRDOBA
-32.757065291,-64.337859929,ALCIRA,RIO CUARTO,CÓRDOBA
-31.05636014,-63.978088371,COLONIA CAROYA,COLON,CÓRDOBA
-31.017232247,-64.066728611,COLONIA CAROYA,COLON,CÓRDOBA
-24.314359736,-64.970708472,LA MENDIETA,SAN PEDRO,JUJUY
-24.299743498,-64.957698394,LA MENDIETA,SAN PEDRO,JUJUY
-31.513305241,-59.836969624,HASENKAMP,PARANA,ENTRE RÍOS
-28.860206604,-57.585815442,MERCEDES,MERCEDES,CORRIENTES
-28.925118028,-58.274435143,MERCEDES,MERCEDES,CORRIENTES
-28.89663606,-58.225366222,MERCEDES,MERCEDES,CORRIENTES
-28.847798348,-58.098902861,MERCEDES,MERCEDES,CORRIENTES
-29.029819489,-57.40091707,MERCEDES,MERCEDES,CORRIENTES
-29.064976064,-57.755762065,MERCEDES,MERCEDES,CORRIENTES
-28.867713929,-57.402595537,MERCEDES,MERCEDES,CORRIENTES
-29.468858217,-57.830554513,MERCEDES,MERCEDES,CORRIENTES
-28.827389343,-58.149955335,MERCEDES,MERCEDES,CORRIENTES
-28.964891434,-57.98147583,MERCEDES,MERCEDES,CORRIENTES
-29.013508149,-58.314272378,MERCEDES,MERCEDES,CORRIENTES
-28.877999203,-58.038272886,MERCEDES,MERCEDES,CORRIENTES
-28.647996536,-57.434855913,MERCEDES,MERCEDES,CORRIENTES
-28.977124993,-58.19629412,MERCEDES,MERCEDES,CORRIENTES
-29.331777573,-57.850532532,MERCEDES,MERCEDES,CORRIENTES
-28.790403366,-57.819622049,MERCEDES,MERCEDES,CORRIENTES
-29.674336341,-57.677786233,MERCEDES,MERCEDES,CORRIENTES
-28.749019623,-57.340976733,MERCEDES,MERCEDES,CORRIENTES
-28.721748352,-57.455757156,MERCEDES,MERCEDES,CORRIENTES
-28.648468273,-57.481426303,MERCEDES,MERCEDES,CORRIENTES
-28.906356362,-58.168112532,MERCEDES,MERCEDES,CORRIENTES
-29.183388558,-58.074236443,MERCEDES,MERCEDES,CORRIENTES
-28.870923997,-57.395950334,MERCEDES,MERCEDES,CORRIENTES
-29.471118923,-57.582226787,MERCEDES,MERCEDES,CORRIENTES
-29.061828614,-57.445362107,MERCEDES,MERCEDES,CORRIENTES
-28.781482118,-57.948100157,MERCEDES,MERCEDES,CORRIENTES
-29.060000001,-57.760000021,MERCEDES,MERCEDES,CORRIENTES
-32.170930619,-61.157274828,BERNARDO DE IRIGOYEN,SAN JERONIMO,SANTA FE
-32.2399352,-61.231266,BERNARDO DE IRIGOYEN,SAN JERONIMO,SANTA FE
-27.23168,-65.32687,MANUELA PEDRAZA,SIMOCA,TUCUMÁN
-27.2017927,-65.3788151,MANUELA PEDRAZA,SIMOCA,TUCUMÁN
-27.2265588,-65.3571063,MANUELA PEDRAZA,SIMOCA,TUCUMÁN
-31.554011335,-63.534148901,VILLA DEL ROSARIO,RIO SEGUNDO,CÓRDOBA
-48.752122325,-70.24420359,GOBERNADOR GREGORES,RÍO CHICO,SANTA CRUZ
-33.376991828,-61.712194307,LOS QUIRQUINCHOS,CASEROS,SANTA FE
-33.2334798,-61.682947,LOS QUIRQUINCHOS,CASEROS,SANTA FE
-39.055737401,-67.593530106,GENERAL ROCA,GENERAL ROCA,RÍO NEGRO
-39.026702518,-67.574854096,GENERAL ROCA,GENERAL ROCA,RÍO NEGRO
-39.063927018,-67.51201628,GENERAL ROCA,GENERAL ROCA,RÍO NEGRO
-39.075307063,-67.539226192,GENERAL ROCA,GENERAL ROCA,RÍO NEGRO
-39.07725881,-67.579499128,GENERAL ROCA,GENERAL ROCA,RÍO NEGRO
-39.090718395,-67.589860347,GENERAL ROCA,GENERAL ROCA,RÍO NEGRO
-39.029811212,-67.500991185,GENERAL ROCA,GENERAL ROCA,RÍO NEGRO
-39.11533304,-67.626497474,GENERAL ROCA,GENERAL ROCA,RÍO NEGRO
-39.071916322,-67.712910046,GENERAL ROCA,GENERAL ROCA,RÍO NEGRO
-39.068296333,-67.63892369,GENERAL ROCA,GENERAL ROCA,RÍO NEGRO
-39.082787309,-67.652398555,GENERAL ROCA,GENERAL ROCA,RÍO NEGRO
-39.051649445,-67.634585352,GENERAL ROCA,GENERAL ROCA,RÍO NEGRO
-39.10775041,-67.6277075,GENERAL ROCA,GENERAL ROCA,RÍO NEGRO
-27.776354039,-55.513703976,SANTA MARIA,CONCEPCION,MISIONES
-27.929285257,-55.412056646,SANTA MARIA,CONCEPCION,MISIONES
-27.888411558,-55.355299695,SANTA MARIA,CONCEPCION,MISIONES
-27.834487513,-55.53599332,SANTA MARIA,CONCEPCION,MISIONES
-27.88963381,-55.42634391,SANTA MARIA,CONCEPCION,MISIONES
-27.819974717,-55.413816622,SANTA MARIA,CONCEPCION,MISIONES
-27.365928932,-58.300308751,RAMADA PASO,ITATI,CORRIENTES
-31.951457638,-68.65109413,SARMIENTO,SARMIENTO,SAN JUAN
-32.02091413,-68.39270346,SARMIENTO,SARMIENTO,SAN JUAN
-31.96589984,-68.3650819,SARMIENTO,SARMIENTO,SAN JUAN
-32.044377542,-68.377899023,SARMIENTO,SARMIENTO,SAN JUAN
-32.075381327,-68.585695057,SARMIENTO,SARMIENTO,SAN JUAN
-31.981002262,-68.427002918,SARMIENTO,SARMIENTO,SAN JUAN
-31.985052744,-68.548191139,SARMIENTO,SARMIENTO,SAN JUAN
-31.995007703,-68.759087486,SARMIENTO,SARMIENTO,SAN JUAN
-32.076338134,-68.690762578,SARMIENTO,SARMIENTO,SAN JUAN
-31.902743726,-68.469658867,SARMIENTO,SARMIENTO,SAN JUAN
-32.10222748,-68.459534399,SARMIENTO,SARMIENTO,SAN JUAN
-32.010498436,-68.690486102,SARMIENTO,SARMIENTO,SAN JUAN
-31.894604329,-68.418310491,SARMIENTO,SARMIENTO,SAN JUAN
-32.06010502,-68.430059725,SARMIENTO,SARMIENTO,SAN JUAN
-23.053714752,-63.452102661,GENERAL BALLIVIAN,GENERAL JOSE DE SAN MARTÍN,SALTA
-22.8040905,-63.452896118,GENERAL BALLIVIAN,GENERAL JOSE DE SAN MARTÍN,SALTA
-22.920318604,-63.679008484,GENERAL BALLIVIAN,GENERAL JOSE DE SAN MARTÍN,SALTA
-22.94614901,-63.28542805,GENERAL BALLIVIAN,GENERAL JOSE DE SAN MARTÍN,SALTA
-22.934753418,-63.669151306,GENERAL BALLIVIAN,GENERAL JOSE DE SAN MARTÍN,SALTA
-22.941877192,-63.534443762,GENERAL BALLIVIAN,GENERAL JOSE DE SAN MARTÍN,SALTA
-22.927610523,-63.852293442,GENERAL BALLIVIAN,GENERAL JOSE DE SAN MARTÍN,SALTA
-23.033010483,-63.24105072,GENERAL BALLIVIAN,GENERAL JOSE DE SAN MARTÍN,SALTA
-23.018152237,-63.629199982,GENERAL BALLIVIAN,GENERAL JOSE DE SAN MARTÍN,SALTA
-23.019035339,-63.356822968,GENERAL BALLIVIAN,GENERAL JOSE DE SAN MARTÍN,SALTA
-22.924171448,-63.420436859,GENERAL BALLIVIAN,GENERAL JOSE DE SAN MARTÍN,SALTA
-22.949365616,-63.483608246,GENERAL BALLIVIAN,GENERAL JOSE DE SAN MARTÍN,SALTA
-22.859119415,-64.136154175,GENERAL BALLIVIAN,GENERAL JOSE DE SAN MARTÍN,SALTA
-22.898870468,-63.432418823,GENERAL BALLIVIAN,GENERAL JOSE DE SAN MARTÍN,SALTA
-22.83764603,-63.6745082,GENERAL BALLIVIAN,GENERAL JOSE DE SAN MARTÍN,SALTA
-23.041662216,-63.308319092,GENERAL BALLIVIAN,GENERAL JOSE DE SAN MARTÍN,SALTA
-22.72022973,-63.13280684,GENERAL BALLIVIAN,GENERAL JOSE DE SAN MARTÍN,SALTA
-22.922147751,-63.218849182,GENERAL BALLIVIAN,GENERAL JOSE DE SAN MARTÍN,SALTA
-22.830554962,-63.505931854,GENERAL BALLIVIAN,GENERAL JOSE DE SAN MARTÍN,SALTA
-22.884552002,-63.244548798,GENERAL BALLIVIAN,GENERAL JOSE DE SAN MARTÍN,SALTA
-23.051221847,-63.466205597,GENERAL BALLIVIAN,GENERAL JOSE DE SAN MARTÍN,SALTA
-23.039690018,-63.225269318,GENERAL BALLIVIAN,GENERAL JOSE DE SAN MARTÍN,SALTA
-30.582283168,-62.071837753,AREA SIN GOBIERNO,SAN JUSTO,CÓRDOBA
-31.102143221,-62.389924138,AREA SIN GOBIERNO,SAN JUSTO,CÓRDOBA
-30.749841293,-62.143072768,AREA SIN GOBIERNO,SAN JUSTO,CÓRDOBA
-31.826781591,-62.391709018,AREA SIN GOBIERNO,SAN JUSTO,CÓRDOBA
-31.630588986,-63.044401079,AREA SIN GOBIERNO,SAN JUSTO,CÓRDOBA
-31.22367096,-62.611175537,AREA SIN GOBIERNO,SAN JUSTO,CÓRDOBA
-31.994901671,-62.73843331,AREA SIN GOBIERNO,SAN JUSTO,CÓRDOBA
-30.527375997,-62.114218229,AREA SIN GOBIERNO,SAN JUSTO,CÓRDOBA
-31.571357743,-62.124303406,AREA SIN GOBIERNO,SAN JUSTO,CÓRDOBA
-30.705729437,-61.903987525,AREA SIN GOBIERNO,SAN JUSTO,CÓRDOBA
-31.117031163,-62.014901081,AREA SIN GOBIERNO,SAN JUSTO,CÓRDOBA
-30.546625811,-62.173475023,AREA SIN GOBIERNO,SAN JUSTO,CÓRDOBA
-31.058512736,-62.034814756,AREA SIN GOBIERNO,SAN JUSTO,CÓRDOBA
-31.062284039,-62.587010486,AREA SIN GOBIERNO,SAN JUSTO,CÓRDOBA
-31.561781247,-62.619133411,AREA SIN GOBIERNO,SAN JUSTO,CÓRDOBA
-30.59059893,-62.129915812,AREA SIN GOBIERNO,SAN JUSTO,CÓRDOBA
-31.3699899,-63.064191,AREA SIN GOBIERNO,SAN JUSTO,CÓRDOBA
-31.6839987,-62.6896332,AREA SIN GOBIERNO,SAN JUSTO,CÓRDOBA
-31.4574204,-62.3704698,AREA SIN GOBIERNO,SAN JUSTO,CÓRDOBA
-31.789576481,-62.963696047,AREA SIN GOBIERNO,SAN JUSTO,CÓRDOBA
-31.176976401,-62.781912181,AREA SIN GOBIERNO,SAN JUSTO,CÓRDOBA
-31.464248657,-62.187122345,AREA SIN GOBIERNO,SAN JUSTO,CÓRDOBA
-31.133620585,-62.609179138,AREA SIN GOBIERNO,SAN JUSTO,CÓRDOBA
-31.078312344,-62.496058074,AREA SIN GOBIERNO,SAN JUSTO,CÓRDOBA
-31.1947836,-62.2556998,AREA SIN GOBIERNO,SAN JUSTO,CÓRDOBA
-31.3196608,-63.1860712,AREA SIN GOBIERNO,SAN JUSTO,CÓRDOBA
-31.3078643,-62.9245273,AREA SIN GOBIERNO,SAN JUSTO,CÓRDOBA
-30.835055654,-62.139857699,AREA SIN GOBIERNO,SAN JUSTO,CÓRDOBA
-31.488572739,-62.645705307,AREA SIN GOBIERNO,SAN JUSTO,CÓRDOBA
-31.041126713,-62.129592625,AREA SIN GOBIERNO,SAN JUSTO,CÓRDOBA
-31.562618256,-63.176696777,AREA SIN GOBIERNO,SAN JUSTO,CÓRDOBA
-31.3044978,-62.5721664,AREA SIN GOBIERNO,SAN JUSTO,CÓRDOBA
-31.506044484,-62.821116507,AREA SIN GOBIERNO,SAN JUSTO,CÓRDOBA
-31.3797105,-63.1554629,AREA SIN GOBIERNO,SAN JUSTO,CÓRDOBA
-31.169090697,-62.350045734,AREA SIN GOBIERNO,SAN JUSTO,CÓRDOBA
-30.690614483,-62.120067024,AREA SIN GOBIERNO,SAN JUSTO,CÓRDOBA
-31.047190732,-62.86178296,AREA SIN GOBIERNO,SAN JUSTO,CÓRDOBA
-30.9183094,-62.7745879,AREA SIN GOBIERNO,SAN JUSTO,CÓRDOBA
-31.947262186,-62.819732882,AREA SIN GOBIERNO,SAN JUSTO,CÓRDOBA
-31.8802223,-62.823918036,AREA SIN GOBIERNO,SAN JUSTO,CÓRDOBA
-31.3303504,-62.3775935,AREA SIN GOBIERNO,SAN JUSTO,CÓRDOBA
-31.620201401,-62.175926102,AREA SIN GOBIERNO,SAN JUSTO,CÓRDOBA
-31.234003736,-62.740666131,AREA SIN GOBIERNO,SAN JUSTO,CÓRDOBA
-31.116876,-62.1324773,AREA SIN GOBIERNO,SAN JUSTO,CÓRDOBA
-31.115104675,-62.831764221,AREA SIN GOBIERNO,SAN JUSTO,CÓRDOBA
-31.153252612,-62.711539977,AREA SIN GOBIERNO,SAN JUSTO,CÓRDOBA
-30.978525566,-62.503375906,AREA SIN GOBIERNO,SAN JUSTO,CÓRDOBA
-31.031852722,-62.057617187,AREA SIN GOBIERNO,SAN JUSTO,CÓRDOBA
-31.108352566,-62.765013665,AREA SIN GOBIERNO,SAN JUSTO,CÓRDOBA
-31.519078111,-62.34174837,AREA SIN GOBIERNO,SAN JUSTO,CÓRDOBA
-31.025799684,-61.953720476,AREA SIN GOBIERNO,SAN JUSTO,CÓRDOBA
-31.021156311,-61.949626923,AREA SIN GOBIERNO,SAN JUSTO,CÓRDOBA
-31.1079898,-62.7645712,AREA SIN GOBIERNO,SAN JUSTO,CÓRDOBA
-30.625885124,-62.032334867,AREA SIN GOBIERNO,SAN JUSTO,CÓRDOBA
-31.3117894,-63.2164266,AREA SIN GOBIERNO,SAN JUSTO,CÓRDOBA
-31.853042532,-62.531847704,AREA SIN GOBIERNO,SAN JUSTO,CÓRDOBA
-31.327677959,-63.010424442,AREA SIN GOBIERNO,SAN JUSTO,CÓRDOBA
-31.4688918,-62.7007234,AREA SIN GOBIERNO,SAN JUSTO,CÓRDOBA
-31.3044208,-62.2818843,AREA SIN GOBIERNO,SAN JUSTO,CÓRDOBA
-31.672255465,-62.591754346,AREA SIN GOBIERNO,SAN JUSTO,CÓRDOBA
-31.568711732,-62.882055459,AREA SIN GOBIERNO,SAN JUSTO,CÓRDOBA
-31.490695803,-62.913680061,AREA SIN GOBIERNO,SAN JUSTO,CÓRDOBA
-31.485588413,-62.259564705,AREA SIN GOBIERNO,SAN JUSTO,CÓRDOBA
-31.295299892,-63.125923257,AREA SIN GOBIERNO,SAN JUSTO,CÓRDOBA
-31.442874985,-62.778129625,AREA SIN GOBIERNO,SAN JUSTO,CÓRDOBA
-31.3936802,-62.7391896,AREA SIN GOBIERNO,SAN JUSTO,CÓRDOBA
-31.943827429,-62.636248824,AREA SIN GOBIERNO,SAN JUSTO,CÓRDOBA
-30.9298467,-62.5968954,AREA SIN GOBIERNO,SAN JUSTO,CÓRDOBA
-31.746440856,-62.719874786,AREA SIN GOBIERNO,SAN JUSTO,CÓRDOBA
-31.074329833,-62.327808266,AREA SIN GOBIERNO,SAN JUSTO,CÓRDOBA
-30.9570372,-62.7060184,AREA SIN GOBIERNO,SAN JUSTO,CÓRDOBA
-31.1790509,-62.9539772,AREA SIN GOBIERNO,SAN JUSTO,CÓRDOBA
-30.650841725,-61.947507057,AREA SIN GOBIERNO,SAN JUSTO,CÓRDOBA
-31.688909603,-62.782792134,AREA SIN GOBIERNO,SAN JUSTO,CÓRDOBA
-31.5384064,-63.1843446,AREA SIN GOBIERNO,SAN JUSTO,CÓRDOBA
-31.4868381,-62.9951541,AREA SIN GOBIERNO,SAN JUSTO,CÓRDOBA
-31.190388716,-63.122786793,AREA SIN GOBIERNO,SAN JUSTO,CÓRDOBA
-31.628950936,-62.783308636,AREA SIN GOBIERNO,SAN JUSTO,CÓRDOBA
-35.40253094,-64.65214438,INGENIERO LUIGGI,REALICO,LA PAMPA
-35.35391749,-64.92458264,INGENIERO LUIGGI,REALICO,LA PAMPA
-35.383750439,-64.468568599,INGENIERO LUIGGI,REALICO,LA PAMPA
-38.922679901,-70.102546692,ZAPALA,ZAPALA,NEUQUÉN
-38.898165408,-70.080740682,ZAPALA,ZAPALA,NEUQUÉN
-38.896168732,-70.066854532,ZAPALA,ZAPALA,NEUQUÉN
-24.656984269,-62.059540151,FUERTE ESPERANZA,GENERAL GUEMES,CHACO
-24.728479385,-61.883853912,FUERTE ESPERANZA,GENERAL GUEMES,CHACO
-24.967553,-61.36579377,FUERTE ESPERANZA,GENERAL GUEMES,CHACO
-24.909513043,-61.387332171,FUERTE ESPERANZA,GENERAL GUEMES,CHACO
-25.39033699,-62.171363831,FUERTE ESPERANZA,GENERAL GUEMES,CHACO
-25.5130305,-61.97884349,FUERTE ESPERANZA,GENERAL GUEMES,CHACO
-24.9826929,-61.515447451,FUERTE ESPERANZA,GENERAL GUEMES,CHACO
-24.929305986,-61.512098442,FUERTE ESPERANZA,GENERAL GUEMES,CHACO
-24.913578752,-61.489031948,FUERTE ESPERANZA,GENERAL GUEMES,CHACO
-25.383856754,-61.573418432,FUERTE ESPERANZA,GENERAL GUEMES,CHACO
-24.911353198,-62.247172084,FUERTE ESPERANZA,GENERAL GUEMES,CHACO
-24.790088104,-61.856910716,FUERTE ESPERANZA,GENERAL GUEMES,CHACO
-24.824074103,-61.65476411,FUERTE ESPERANZA,GENERAL GUEMES,CHACO
-24.470264262,-62.269312245,FUERTE ESPERANZA,GENERAL GUEMES,CHACO
-24.566398834,-62.151350183,FUERTE ESPERANZA,GENERAL GUEMES,CHACO
-24.813152313,-61.81608963,FUERTE ESPERANZA,GENERAL GUEMES,CHACO
-25.17009625,-61.35247166,FUERTE ESPERANZA,GENERAL GUEMES,CHACO
-24.654524713,-62.426024317,FUERTE ESPERANZA,GENERAL GUEMES,CHACO
-25.37292741,-62.0259331,FUERTE ESPERANZA,GENERAL GUEMES,CHACO
-25.461680073,-61.621688754,FUERTE ESPERANZA,GENERAL GUEMES,CHACO
-24.851596832,-61.656768799,FUERTE ESPERANZA,GENERAL GUEMES,CHACO
-24.87422445,-61.6810602,FUERTE ESPERANZA,GENERAL GUEMES,CHACO
-25.04446015,-61.445333,FUERTE ESPERANZA,GENERAL GUEMES,CHACO
-24.77106104,-61.822645314,FUERTE ESPERANZA,GENERAL GUEMES,CHACO
-24.785327389,-62.497499723,FUERTE ESPERANZA,GENERAL GUEMES,CHACO
-24.908266068,-61.601776123,FUERTE ESPERANZA,GENERAL GUEMES,CHACO
-24.950244463,-61.463747504,FUERTE ESPERANZA,GENERAL GUEMES,CHACO
-24.674352496,-61.958058189,FUERTE ESPERANZA,GENERAL GUEMES,CHACO
-24.456765814,-62.325399623,FUERTE ESPERANZA,GENERAL GUEMES,CHACO
-24.608497025,-62.068331341,FUERTE ESPERANZA,GENERAL GUEMES,CHACO
-24.996239273,-61.473394306,FUERTE ESPERANZA,GENERAL GUEMES,CHACO
-24.632288266,-62.118557182,FUERTE ESPERANZA,GENERAL GUEMES,CHACO
-24.608774899,-62.138028617,FUERTE ESPERANZA,GENERAL GUEMES,CHACO
-24.846762689,-61.619203933,FUERTE ESPERANZA,GENERAL GUEMES,CHACO
-24.395435333,-62.323833466,FUERTE ESPERANZA,GENERAL GUEMES,CHACO
-24.942321293,-61.485485523,FUERTE ESPERANZA,GENERAL GUEMES,CHACO
-24.64795236,-61.993979609,FUERTE ESPERANZA,GENERAL GUEMES,CHACO
-24.912403535,-61.580609159,FUERTE ESPERANZA,GENERAL GUEMES,CHACO
-25.09417196,-61.38844033,FUERTE ESPERANZA,GENERAL GUEMES,CHACO
-24.915904999,-61.662109375,FUERTE ESPERANZA,GENERAL GUEMES,CHACO
-24.530828476,-62.234016418,FUERTE ESPERANZA,GENERAL GUEMES,CHACO
-25.156060057,-61.842410427,FUERTE ESPERANZA,GENERAL GUEMES,CHACO
-24.929199505,-61.493384864,FUERTE ESPERANZA,GENERAL GUEMES,CHACO
-31.7924159,-60.31068902,ESPINILLO NORTE,PARANA,ENTRE RÍOS
-27.727658809,-63.717668602,LA CAÑADA,FIGUEROA,SANTIAGO DEL ESTERO
-43.423319865,-69.164092348,AREA SIN GOBIERNO,PASO DE INDIOS,CHUBUT
-44.465560913,-68.474082947,AREA SIN GOBIERNO,PASO DE INDIOS,CHUBUT
-44.297382355,-69.378181458,AREA SIN GOBIERNO,PASO DE INDIOS,CHUBUT
-43.803278547,-69.284329548,AREA SIN GOBIERNO,PASO DE INDIOS,CHUBUT
-44.148280228,-68.249116445,AREA SIN GOBIERNO,PASO DE INDIOS,CHUBUT
-30.754570727,-63.568226594,CHALACEA,RIO PRIMERO,CÓRDOBA
-30.856990157,-63.578825203,CHALACEA,RIO PRIMERO,CÓRDOBA
-31.663303574,-63.045321209,SACANTA,SAN JUSTO,CÓRDOBA
-29.335211061,-62.331479461,MALBRAN,AGUIRRE,SANTIAGO DEL ESTERO
-28.448475591,-62.033598084,LOS JURIES,GENERAL TABOADA,SANTIAGO DEL ESTERO
-34.8260525,-61.6627452,LINCOLN,LINCOLN,BUENOS AIRES
-35.1017207,-61.840618,LINCOLN,LINCOLN,BUENOS AIRES
-34.88829,-61.51177,LINCOLN,LINCOLN,BUENOS AIRES
-34.7174964,-61.4040771,LINCOLN,LINCOLN,BUENOS AIRES
-35.2223494,-61.3952019,LINCOLN,LINCOLN,BUENOS AIRES
-35.050625,-62.0253114,LINCOLN,LINCOLN,BUENOS AIRES
-35.391366287,-61.994910233,LINCOLN,LINCOLN,BUENOS AIRES
-34.7724649,-61.5188075,LINCOLN,LINCOLN,BUENOS AIRES
-35.2590482,-61.4549895,LINCOLN,LINCOLN,BUENOS AIRES
-35.0620745,-61.5556419,LINCOLN,LINCOLN,BUENOS AIRES
-35.1413228,-61.8561391,LINCOLN,LINCOLN,BUENOS AIRES
-35.332181722,-61.614085168,LINCOLN,LINCOLN,BUENOS AIRES
-35.25043,-62.02121,LINCOLN,LINCOLN,BUENOS AIRES
-35.088221078,-61.516333323,LINCOLN,LINCOLN,BUENOS AIRES
-34.9846043,-61.772911699,LINCOLN,LINCOLN,BUENOS AIRES
-35.0046396,-61.8873757,LINCOLN,LINCOLN,BUENOS AIRES
-34.83951,-61.19181,LINCOLN,LINCOLN,BUENOS AIRES
-35.4176356,-61.9086918,LINCOLN,LINCOLN,BUENOS AIRES
-34.7878702,-61.309629,LINCOLN,LINCOLN,BUENOS AIRES
-34.869042223,-61.529164967,LINCOLN,LINCOLN,BUENOS AIRES
-34.855493623,-61.559472573,LINCOLN,LINCOLN,BUENOS AIRES
-35.4981702,-61.8064882,LINCOLN,LINCOLN,BUENOS AIRES
-34.6535799,-61.7428713,LINCOLN,LINCOLN,BUENOS AIRES
-35.144087568,-61.970785954,LINCOLN,LINCOLN,BUENOS AIRES
-34.675837979,-61.465708706,LINCOLN,LINCOLN,BUENOS AIRES
-34.9201194,-61.4565265,LINCOLN,LINCOLN,BUENOS AIRES
-34.882546,-61.4959208,LINCOLN,LINCOLN,BUENOS AIRES
-35.288077587,-61.77863182,LINCOLN,LINCOLN,BUENOS AIRES
-35.1499887,-62.1032704,LINCOLN,LINCOLN,BUENOS AIRES
-35.1622494,-61.5685849,LINCOLN,LINCOLN,BUENOS AIRES
-34.696604711,-61.325012881,LINCOLN,LINCOLN,BUENOS AIRES
-35.46827,-61.68506,LINCOLN,LINCOLN,BUENOS AIRES
-34.871051134,-61.289545145,LINCOLN,LINCOLN,BUENOS AIRES
-35.142638634,-62.243902895,LINCOLN,LINCOLN,BUENOS AIRES
-35.1117805,-61.6766855,LINCOLN,LINCOLN,BUENOS AIRES
-35.3649873,-61.805548552,LINCOLN,LINCOLN,BUENOS AIRES
-53.300085686,-68.458067676,AREA SIN GOBIERNO,RIO GRANDE,"TIERRA DEL FUEGO, ANTÁRTIDA E ISLAS DEL ATLÁNTICO SUR"
-53.433295894,-68.183258175,AREA SIN GOBIERNO,RIO GRANDE,"TIERRA DEL FUEGO, ANTÁRTIDA E ISLAS DEL ATLÁNTICO SUR"
-52.884128633,-68.448783124,AREA SIN GOBIERNO,RIO GRANDE,"TIERRA DEL FUEGO, ANTÁRTIDA E ISLAS DEL ATLÁNTICO SUR"
-53.059642792,-68.253761291,AREA SIN GOBIERNO,RIO GRANDE,"TIERRA DEL FUEGO, ANTÁRTIDA E ISLAS DEL ATLÁNTICO SUR"
-31.46686464,-64.542763476,MAYU SUMAJ,PUNILLA,CÓRDOBA
-28.4048435,-58.3102563,TATACUA,CONCEPCION,CORRIENTES
-28.34894,-58.283140007,TATACUA,CONCEPCION,CORRIENTES
-28.372074844,-58.325289664,TATACUA,CONCEPCION,CORRIENTES
-28.37381277,-58.31827233,TATACUA,CONCEPCION,CORRIENTES
-32.412083611,-63.249995124,VILLA MARIA,GENERAL SAN MARTIN,CÓRDOBA
-32.434217597,-63.184458647,VILLA MARIA,GENERAL SAN MARTIN,CÓRDOBA
-32.418079376,-63.209281921,VILLA MARIA,GENERAL SAN MARTIN,CÓRDOBA
-30.736334315,-64.682568089,SAN MARCOS SIERRAS,CRUZ DEL EJE,CÓRDOBA
-30.780342062,-64.646851513,SAN MARCOS SIERRAS,CRUZ DEL EJE,CÓRDOBA
-30.762859224,-64.645983933,SAN MARCOS SIERRAS,CRUZ DEL EJE,CÓRDOBA
